,state,customer_lifetime_value,response,coverage,effective_to_date,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size
5444,Arizona,25627.0,No,Extended,2011-02-12,Medical Leave,F,14278,Urban,Married,134,6.0,9,0.0,2,Personal Auto,Personal,Offer2,Web,346.0,Sports Car,Small
5445,Arizona,2718.0,No,Basic,2011-02-27,Employed,F,30009,Urban,Married,68,28.0,56,0.0,1,Personal Auto,Personal,Offer1,Agent,317.0,Four-Door Car,Medsize
5447,California,11264.0,No,Extended,2011-01-22,Employed,M,34923,Suburban,Single,98,23.0,82,0.0,2,Personal Auto,Personal,Offer1,Call Center,639.0,Two-Door Car,Medsize
5450,California,5440.0,No,Basic,2011-01-25,Employed,M,61546,Rural,Married,68,4.0,27,0.0,3,Corporate Auto,Corporate,Offer4,Call Center,29.0,Two-Door Car,Large
5451,Washington,2648.0,Yes,Basic,2011-02-20,Employed,M,37876,Urban,Single,69,13.0,15,0.0,1,Corporate Auto,Corporate,Offer2,Agent,300.0,Four-Door Car,Medsize
5452,California,15114.0,Yes,Basic,2011-01-19,Medical Leave,F,28513,Suburban,Married,100,4.0,22,1.0,2,Personal Auto,Personal,Offer2,Call Center,480.0,Four-Door Car,Medsize
5453,Nevada,8471.0,No,Basic,2011-01-10,Employed,M,70624,Rural,Married,106,6.0,52,0.0,3,Corporate Auto,Corporate,Offer4,Call Center,49.0,Four-Door Car,Small
5454,California,4242.0,No,Basic,2011-02-13,Medical Leave,M,19834,Suburban,Divorced,64,26.0,8,4.0,3,Personal Auto,Personal,Offer1,Agent,461.0,Four-Door Car,Small
5457,Oregon,5491.0,No,Basic,2011-01-15,Employed,F,49480,Rural,Married,70,17.0,57,1.0,3,Corporate Auto,Corporate,Offer2,Web,73.0,Four-Door Car,Medsize
5461,Oregon,7180.0,No,Premium,2011-02-25,Employed,F,34161,Suburban,Married,186,5.0,10,3.0,1,Personal Auto,Personal,Offer3,Call Center,893.0,Four-Door Car,Medsize
5462,Washington,22332.0,Yes,Extended,2011-01-11,Employed,M,49078,Suburban,Single,97,10.0,3,0.0,2,Special Auto,Special,Offer2,Branch,484.0,Four-Door Car,Medsize
5464,California,4466.0,No,Basic,2011-01-22,Employed,F,50909,Urban,Married,112,11.0,39,0.0,1,Personal Auto,Personal,Offer2,Branch,339.0,Four-Door Car,Medsize
5467,Oregon,8625.0,No,Basic,2011-01-08,Employed,F,43610,Suburban,Married,106,16.0,60,0.0,3,Personal Auto,Personal,Offer2,Agent,509.0,Sports Car,Medsize
5468,California,4398.0,No,Basic,2011-02-25,Employed,M,91653,Urban,Divorced,111,10.0,25,0.0,1,Corporate Auto,Corporate,Offer2,Agent,344.0,Four-Door Car,Medsize
5469,California,5548.0,Yes,Basic,2011-01-13,Employed,M,67798,Suburban,Divorced,69,1.0,78,0.0,3,Personal Auto,Personal,Offer1,Agent,331.0,Four-Door Car,Medsize
5470,California,2674.0,No,Basic,2011-01-17,Employed,F,33451,Suburban,Married,67,0.0,1,0.0,1,Personal Auto,Personal,Offer2,Agent,337.0,Four-Door Car,Medsize
5471,California,5462.0,No,Basic,2011-01-07,Employed,F,39626,Suburban,Married,69,23.0,0,0.0,3,Personal Auto,Personal,Offer2,Agent,486.0,Four-Door Car,Large
5473,Washington,5552.0,No,Basic,2011-02-25,Employed,M,46043,Suburban,Married,70,22.0,59,0.0,3,Personal Auto,Personal,Offer1,Agent,336.0,Four-Door Car,Medsize
5474,Oregon,19644.0,No,Basic,2011-01-12,Employed,F,84488,Urban,Married,61,33.0,71,0.0,2,Personal Auto,Personal,Offer1,Agent,209.0,Four-Door Car,Medsize
5475,California,27790.0,Yes,Extended,2011-01-20,Employed,F,33806,Urban,Divorced,89,32.0,59,0.0,2,Personal Auto,Personal,Offer2,Web,396.0,Four-Door Car,Medsize
5476,Oregon,7920.0,No,Basic,2011-02-08,Employed,F,59648,Suburban,Married,66,20.0,72,0.0,2,Personal Auto,Personal,Offer3,Agent,317.0,Four-Door Car,Medsize
5477,California,2470.0,No,Basic,2011-01-15,Employed,F,92711,Suburban,Single,62,24.0,10,0.0,1,Personal Auto,Personal,Offer3,Agent,368.0,Two-Door Car,Medsize
5478,Nevada,5978.0,No,Basic,2011-01-14,Employed,F,79140,Suburban,Married,74,9.0,59,0.0,3,Corporate Auto,Corporate,Offer1,Agent,488.0,Four-Door Car,Small
5479,Arizona,2592.0,Yes,Basic,2011-01-02,Employed,M,72421,Suburban,Married,65,8.0,23,0.0,1,Personal Auto,Personal,Offer2,Call Center,312.0,Four-Door Car,Small
5481,Arizona,6005.0,Yes,Extended,2011-01-12,Employed,M,26876,Suburban,Single,76,17.0,72,0.0,3,Personal Auto,Personal,Offer1,Agent,365.0,Four-Door Car,Medsize
5482,Nevada,8718.0,No,Premium,2011-02-22,Employed,F,83707,Urban,Married,108,2.0,72,0.0,3,Corporate Auto,Corporate,Offer1,Agent,290.0,Four-Door Car,Medsize
5484,California,8476.0,No,Basic,2011-01-22,Employed,M,28181,Suburban,Married,109,32.0,41,0.0,3,Personal Auto,Personal,Offer3,Call Center,523.0,Four-Door Car,Medsize
5485,Oregon,2974.0,No,Basic,2011-02-16,Employed,F,23333,Rural,Married,74,8.0,43,0.0,1,Corporate Auto,Corporate,Offer4,Agent,6.0,Four-Door Car,Medsize
5488,California,8886.0,No,Basic,2011-01-21,Disabled,F,20903,Suburban,Married,117,4.0,40,0.0,3,Personal Auto,Personal,Offer4,Branch,562.0,Four-Door Car,Medsize
5489,California,10964.0,Yes,Premium,2011-02-08,Employed,M,55687,Suburban,Divorced,276,33.0,91,0.0,1,Corporate Auto,Corporate,Offer1,Agent,1325.0,Luxury Car,Medsize
5491,Washington,15096.0,No,Basic,2011-01-26,Disabled,M,14909,Suburban,Married,199,31.0,95,0.0,3,Personal Auto,Personal,Offer1,Branch,1238.0,Luxury Car,Medsize
5492,California,4899.0,No,Basic,2011-02-22,Employed,F,55071,Urban,Married,61,10.0,14,0.0,3,Personal Auto,Personal,Offer3,Call Center,232.0,Four-Door Car,Medsize
5493,Oregon,7583.0,No,Basic,2011-02-08,Disabled,M,24133,Rural,Married,68,20.0,42,0.0,2,Personal Auto,Personal,Offer4,Call Center,76.0,Two-Door Car,Medsize
5498,Oregon,5907.0,No,Basic,2011-02-15,Employed,F,43440,Rural,Married,74,13.0,52,0.0,3,Personal Auto,Personal,Offer1,Branch,128.0,Four-Door Car,Medsize
5499,Oregon,32145.0,No,Premium,2011-01-18,Medical Leave,M,19066,Suburban,Married,103,5.0,61,0.0,2,Personal Auto,Personal,Offer1,Agent,494.0,Two-Door Car,Medsize
5501,Arizona,3215.0,No,Extended,2011-02-23,Employed,F,24191,Rural,Married,80,11.0,32,0.0,1,Personal Auto,Personal,Offer4,Branch,104.0,Four-Door Car,Medsize
5502,California,22068.0,No,Extended,2011-02-18,Disabled,M,15999,Suburban,Married,83,2.0,43,0.0,2,Personal Auto,Personal,Offer2,Branch,398.0,Four-Door Car,Medsize
5504,California,12517.0,No,Basic,2011-01-27,Medical Leave,M,12607,Suburban,Married,110,13.0,20,0.0,2,Personal Auto,Personal,Offer1,Call Center,528.0,Four-Door Car,Medsize
5508,California,6111.0,No,Extended,2011-02-06,Medical Leave,M,22944,Suburban,Married,80,26.0,83,0.0,3,Corporate Auto,Corporate,Offer3,Branch,488.0,Four-Door Car,Medsize
5509,California,15477.0,No,Premium,2011-01-17,Employed,M,51675,Suburban,Married,196,11.0,86,0.0,3,Corporate Auto,Corporate,Offer1,Branch,941.0,Sports Car,Medsize
5510,Arizona,7615.0,No,Basic,2011-01-09,Employed,F,34095,Suburban,Married,63,5.0,99,0.0,2,Personal Auto,Personal,Offer2,Web,302.0,Two-Door Car,Medsize
5511,Washington,2853.0,No,Basic,2011-02-09,Employed,M,26841,Suburban,Married,74,33.0,17,1.0,1,Personal Auto,Personal,Offer3,Agent,419.0,Four-Door Car,Medsize
5512,California,5757.0,Yes,Basic,2011-01-31,Employed,M,88997,Rural,Divorced,72,9.0,71,0.0,3,Corporate Auto,Corporate,Offer2,Branch,174.0,Four-Door Car,Small
5513,California,4985.0,Yes,Basic,2011-01-11,Employed,M,86305,Rural,Married,62,1.0,99,0.0,3,Corporate Auto,Corporate,Offer2,Call Center,81.0,Four-Door Car,Medsize
5514,Oregon,8258.0,Yes,Basic,2011-01-12,Disabled,F,23815,Suburban,Married,73,4.0,47,0.0,2,Personal Auto,Personal,Offer2,Call Center,424.0,Four-Door Car,Medsize
5516,Washington,10303.0,No,Extended,2011-01-11,Employed,M,21839,Suburban,Single,137,2.0,70,0.0,3,Personal Auto,Personal,Offer2,Agent,658.0,Sports Car,Medsize
5517,California,3667.0,No,Extended,2011-01-07,Employed,M,62375,Suburban,Married,92,34.0,34,0.0,1,Personal Auto,Personal,Offer3,Web,619.0,Two-Door Car,Medsize
5518,Arizona,8120.0,No,Basic,2011-01-14,Employed,F,46618,Rural,Married,67,22.0,77,0.0,2,Personal Auto,Personal,Offer3,Agent,99.0,Four-Door Car,Large
5520,California,3601.0,Yes,Basic,2011-02-25,Retired,F,25147,Suburban,Single,101,7.0,54,0.0,1,Corporate Auto,Corporate,Offer1,Agent,695.0,Four-Door Car,Medsize
5524,Oregon,23778.0,No,Extended,2011-01-22,Employed,F,33032,Rural,Married,86,33.0,77,1.0,2,Personal Auto,Personal,Offer2,Branch,87.0,Two-Door Car,Medsize
5525,Nevada,3528.0,Yes,Extended,2011-02-01,Employed,M,31278,Suburban,Married,92,24.0,95,4.0,1,Personal Auto,Personal,Offer1,Branch,442.0,Two-Door Car,Medsize
5526,California,7998.0,No,Basic,2011-02-19,Employed,F,29066,Suburban,Married,100,13.0,51,0.0,3,Personal Auto,Personal,Offer2,Branch,844.0,Four-Door Car,Medsize
5527,California,10453.0,No,Extended,2011-01-22,Employed,F,73604,Urban,Divorced,88,12.0,75,0.0,2,Corporate Auto,Corporate,Offer2,Agent,398.0,Two-Door Car,Medsize
5528,California,44520.0,No,Premium,2011-01-26,Employed,M,49259,Suburban,Single,144,35.0,36,0.0,2,Personal Auto,Personal,Offer3,Call Center,820.0,Sports Car,Medsize
5533,Arizona,3500.0,No,Extended,2011-02-13,Employed,F,89398,Rural,Married,86,5.0,57,0.0,1,Personal Auto,Personal,Offer4,Branch,82.0,Four-Door Car,Medsize
5534,California,7763.0,No,Premium,2011-01-03,Disabled,F,23827,Rural,Married,106,18.0,77,2.0,3,Personal Auto,Personal,Offer1,Agent,38.0,Four-Door Car,Medsize
5536,California,10677.0,No,Extended,2011-01-23,Employed,F,55510,Suburban,Divorced,89,1.0,2,0.0,2,Personal Auto,Personal,Offer1,Web,427.0,Two-Door Car,Medsize
5539,Nevada,30443.0,No,Premium,2011-01-23,Employed,F,64321,Rural,Divorced,253,4.0,75,0.0,2,Personal Auto,Personal,Offer1,Agent,422.0,Luxury Car,Medsize
5540,Arizona,8514.0,No,Basic,2011-02-11,Employed,M,59230,Rural,Married,107,11.0,56,0.0,3,Personal Auto,Personal,Offer1,Branch,245.0,Four-Door Car,Medsize
5542,Oregon,2846.0,No,Basic,2011-01-22,Employed,F,39192,Suburban,Divorced,71,7.0,11,0.0,1,Corporate Auto,Corporate,Offer3,Branch,353.0,Four-Door Car,Medsize
5543,Oregon,14065.0,No,Basic,2011-02-02,Employed,M,25275,Urban,Single,61,5.0,80,0.0,2,Corporate Auto,Corporate,Offer3,Agent,214.0,Four-Door Car,Medsize
5544,Oregon,3253.0,No,Extended,2011-01-29,Employed,M,20166,Suburban,Married,83,19.0,28,0.0,1,Personal Auto,Personal,Offer4,Call Center,398.0,Two-Door Car,Medsize
5545,Oregon,8819.0,Yes,Basic,2011-01-10,Employed,M,99845,Suburban,Married,110,23.0,25,1.0,3,Personal Auto,Personal,Offer2,Branch,528.0,Four-Door Car,Medsize
5546,California,7524.0,No,Extended,2011-02-03,Employed,M,21941,Suburban,Married,96,34.0,3,0.0,3,Personal Auto,Personal,Offer3,Branch,691.0,Four-Door Car,Large
5547,California,2544.0,No,Basic,2011-02-04,Employed,F,41059,Rural,Married,64,6.0,12,0.0,1,Corporate Auto,Corporate,Offer2,Branch,152.0,Four-Door Car,Medsize
5550,Nevada,2799.0,No,Basic,2011-02-27,Employed,M,88009,Urban,Single,71,29.0,21,0.0,1,Corporate Auto,Corporate,Offer1,Branch,267.0,Two-Door Car,Medsize
5551,Oregon,7366.0,No,Basic,2011-02-13,Employed,M,70014,Rural,Divorced,62,6.0,4,0.0,2,Corporate Auto,Corporate,Offer1,Agent,18.0,Four-Door Car,Large
5552,California,7764.0,No,Basic,2011-02-04,Employed,F,58419,Rural,Married,191,29.0,6,0.0,1,Personal Auto,Personal,Offer4,Call Center,202.0,Luxury Car,Medsize
5553,Nevada,5246.0,Yes,Basic,2011-01-21,Employed,F,28909,Suburban,Married,66,15.0,66,0.0,3,Personal Auto,Personal,Offer1,Agent,457.0,Two-Door Car,Medsize
5554,Arizona,2720.0,Yes,Basic,2011-01-24,Retired,F,14030,Suburban,Married,72,11.0,3,0.0,1,Corporate Auto,Corporate,Offer2,Branch,346.0,Two-Door Car,Large
5555,Oregon,8189.0,No,Basic,2011-01-08,Employed,M,45318,Suburban,Married,103,17.0,27,0.0,3,Personal Auto,Personal,Offer2,Call Center,494.0,Four-Door Car,Large
5557,Oregon,2396.0,Yes,Basic,2011-01-27,Disabled,F,21986,Suburban,Divorced,63,1.0,9,0.0,1,Personal Auto,Personal,Offer2,Branch,334.0,Two-Door Car,Medsize
5559,California,4627.0,Yes,Basic,2011-01-16,Employed,F,79487,Suburban,Divorced,114,20.0,87,0.0,1,Corporate Auto,Corporate,Offer2,Branch,547.0,Four-Door Car,Medsize
5561,Oregon,7368.0,No,Basic,2011-01-02,Employed,F,25318,Suburban,Married,63,4.0,8,2.0,2,Personal Auto,Personal,Offer2,Call Center,302.0,Four-Door Car,Small
5563,Arizona,4669.0,Yes,Premium,2011-02-14,Employed,F,76157,Suburban,Married,116,15.0,80,0.0,1,Personal Auto,Personal,Offer2,Call Center,557.0,Two-Door Car,Small
5564,Washington,8093.0,Yes,Basic,2011-02-05,Employed,M,50825,Urban,Married,102,3.0,46,0.0,3,Personal Auto,Personal,Offer1,Agent,370.0,Four-Door Car,Medsize
5566,California,4723.0,No,Basic,2011-02-05,Employed,F,29193,Suburban,Married,61,0.0,47,3.0,3,Corporate Auto,Corporate,Offer3,Branch,293.0,Four-Door Car,Medsize
5567,Arizona,10364.0,No,Extended,2011-01-09,Employed,F,58327,Urban,Married,129,31.0,5,0.0,3,Personal Auto,Personal,Offer2,Branch,347.0,Four-Door Car,Medsize
5568,Arizona,2488.0,No,Basic,2011-01-20,Employed,F,48597,Urban,Single,71,12.0,63,5.0,1,Corporate Auto,Corporate,Offer4,Agent,306.0,Four-Door Car,Medsize
5569,Oregon,5354.0,No,Basic,2011-02-02,Employed,M,61894,Urban,Married,67,22.0,38,0.0,3,Personal Auto,Personal,Offer3,Branch,267.0,Four-Door Car,Small
5571,California,4892.0,No,Basic,2011-01-27,Medical Leave,F,26660,Suburban,Married,63,23.0,40,0.0,3,Personal Auto,Personal,Offer3,Agent,454.0,Two-Door Car,Medsize
5572,Washington,4865.0,No,Extended,2011-01-25,Employed,F,27228,Rural,Married,129,19.0,61,4.0,1,Personal Auto,Personal,Offer4,Branch,238.0,Sports Car,Medsize
5573,California,13113.0,No,Extended,2011-02-10,Medical Leave,F,28519,Suburban,Married,86,23.0,30,0.0,2,Personal Auto,Personal,Offer4,Branch,413.0,Two-Door Car,Large
5575,Nevada,11236.0,No,Basic,2011-01-11,Employed,M,21636,Urban,Married,64,2.0,24,5.0,2,Personal Auto,Personal,Offer2,Branch,214.0,Two-Door Car,Medsize
5576,Nevada,4371.0,No,Basic,2011-01-04,Employed,M,56718,Suburban,Divorced,113,7.0,95,1.0,1,Personal Auto,Personal,Offer1,Call Center,542.0,Four-Door Car,Medsize
5580,Oregon,4668.0,No,Basic,2011-01-16,Employed,M,53252,Suburban,Married,117,1.0,76,0.0,1,Personal Auto,Personal,Offer2,Web,562.0,Four-Door Car,Medsize
5581,Oregon,9952.0,No,Premium,2011-02-17,Employed,M,56855,Suburban,Single,255,12.0,1,0.0,1,Corporate Auto,Corporate,Offer4,Web,1836.0,Luxury Car,Medsize
5582,Arizona,4982.0,No,Basic,2011-01-26,Employed,M,33176,Suburban,Married,63,22.0,75,0.0,3,Corporate Auto,Corporate,Offer3,Branch,302.0,Four-Door Car,Medsize
5584,Oregon,3340.0,No,Extended,2011-01-31,Employed,F,51032,Urban,Married,83,5.0,56,0.0,1,Personal Auto,Personal,Offer4,Web,350.0,Four-Door Car,Medsize
5585,Oregon,5298.0,No,Basic,2011-01-04,Employed,F,33832,Suburban,Married,67,22.0,47,1.0,3,Corporate Auto,Corporate,Offer3,Branch,322.0,Four-Door Car,Small
5587,Washington,4314.0,No,Basic,2011-02-08,Employed,M,33488,Urban,Married,110,7.0,61,0.0,1,Personal Auto,Personal,Offer2,Branch,317.0,Four-Door Car,Medsize
5589,Oregon,5470.0,Yes,Extended,2011-02-17,Employed,F,54507,Suburban,Married,138,20.0,11,0.0,1,Corporate Auto,Corporate,Offer2,Agent,703.0,Four-Door Car,Medsize
5590,California,7858.0,No,Basic,2011-02-10,Employed,F,20532,Urban,Divorced,67,20.0,68,0.0,2,Personal Auto,Personal,Offer1,Branch,283.0,Four-Door Car,Large
5594,Oregon,20097.0,Yes,Basic,2011-01-01,Employed,F,92766,Suburban,Married,71,17.0,15,0.0,2,Corporate Auto,Corporate,Offer2,Agent,379.0,Two-Door Car,Large
5596,Oregon,10171.0,No,Basic,2011-01-15,Employed,M,70200,Suburban,Divorced,65,25.0,10,0.0,2,Corporate Auto,Corporate,Offer2,Agent,312.0,Four-Door Car,Medsize
5598,California,4475.0,No,Basic,2011-01-06,Employed,M,73019,Suburban,Divorced,112,21.0,40,0.0,1,Corporate Auto,Corporate,Offer1,Agent,538.0,Four-Door Car,Large
5599,Arizona,2878.0,No,Basic,2011-01-12,Employed,M,38870,Rural,Divorced,74,3.0,89,0.0,1,Special Auto,Special,Offer1,Agent,145.0,Four-Door Car,Small
5600,California,6618.0,No,Extended,2011-02-07,Medical Leave,F,20068,Urban,Married,86,8.0,28,0.0,3,Corporate Auto,Corporate,Offer1,Web,411.0,Four-Door Car,Medsize
5603,Arizona,41492.0,No,Basic,2011-01-14,Employed,M,37748,Suburban,Married,181,21.0,22,2.0,2,Personal Auto,Personal,Offer1,Web,869.0,Luxury Car,Small
5604,California,2396.0,Yes,Basic,2011-01-27,Disabled,F,21986,Suburban,Divorced,63,1.0,9,0.0,1,Personal Auto,Personal,Offer2,Branch,334.0,Two-Door Car,Medsize
5605,Oregon,7636.0,No,Basic,2011-01-08,Employed,F,54539,Urban,Married,63,5.0,74,0.0,2,Personal Auto,Personal,Offer3,Agent,287.0,Four-Door Car,Medsize
5608,Nevada,10794.0,No,Extended,2011-01-30,Employed,F,24195,Urban,Married,90,32.0,70,0.0,2,Personal Auto,Personal,Offer1,Branch,360.0,Two-Door Car,Large
5609,Arizona,2394.0,No,Basic,2011-02-21,Employed,M,58237,Urban,Divorced,63,34.0,22,3.0,1,Personal Auto,Personal,Offer4,Branch,274.0,Two-Door Car,Medsize
5611,Arizona,10551.0,No,Basic,2011-02-14,Employed,M,50941,Suburban,Single,69,17.0,46,0.0,2,Personal Auto,Personal,Offer4,Agent,331.0,Four-Door Car,Small
5613,Oregon,6521.0,Yes,Extended,2011-01-09,Employed,F,72608,Suburban,Married,82,26.0,19,3.0,3,Personal Auto,Personal,Offer2,Agent,394.0,Four-Door Car,Medsize
5614,Oregon,6173.0,No,Extended,2011-01-27,Employed,M,99960,Suburban,Married,76,19.0,83,0.0,3,Corporate Auto,Corporate,Offer1,Agent,365.0,Four-Door Car,Small
5615,Washington,15626.0,No,Extended,2011-02-10,Employed,F,50461,Suburban,Single,131,22.0,89,0.0,2,Personal Auto,Personal,Offer1,Agent,810.0,Sports Car,Large
5616,Washington,27441.0,No,Extended,2011-01-22,Employed,M,84306,Suburban,Married,137,16.0,37,0.0,2,Personal Auto,Personal,Offer2,Agent,863.0,Four-Door Car,Large
5618,California,8534.0,No,Basic,2011-02-28,Disabled,F,26049,Suburban,Married,113,10.0,15,1.0,3,Personal Auto,Personal,Offer1,Web,619.0,Four-Door Car,Medsize
5620,California,4923.0,No,Basic,2011-01-16,Employed,F,61469,Suburban,Married,63,16.0,65,5.0,3,Personal Auto,Personal,Offer3,Branch,302.0,Four-Door Car,Small
5621,Oregon,3586.0,No,Extended,2011-01-15,Employed,M,25748,Rural,Married,90,9.0,23,0.0,1,Personal Auto,Personal,Offer3,Call Center,118.0,Four-Door Car,Medsize
5622,Arizona,8184.0,No,Premium,2011-02-01,Medical Leave,F,24345,Suburban,Married,106,15.0,21,0.0,3,Corporate Auto,Corporate,Offer2,Call Center,638.0,Four-Door Car,Medsize
5625,Oregon,8680.0,No,Premium,2011-01-04,Employed,F,52717,Rural,Married,109,5.0,60,0.0,3,Corporate Auto,Corporate,Offer3,Agent,60.0,Four-Door Car,Medsize
5627,California,2749.0,No,Basic,2011-01-14,Employed,M,32437,Suburban,Married,69,4.0,73,0.0,1,Corporate Auto,Corporate,Offer2,Branch,473.0,Two-Door Car,Medsize
5629,California,9840.0,No,Extended,2011-01-23,Employed,M,94590,Suburban,Married,81,26.0,31,0.0,2,Personal Auto,Personal,Offer2,Web,389.0,Two-Door Car,Medsize
5630,Oregon,2954.0,No,Basic,2011-01-08,Employed,F,62461,Rural,Married,73,15.0,7,0.0,1,Personal Auto,Personal,Offer2,Agent,129.0,Four-Door Car,Small
5631,Oregon,7198.0,No,Basic,2011-02-15,Medical Leave,M,10458,Suburban,Single,102,11.0,29,0.0,3,Corporate Auto,Corporate,Offer2,Call Center,490.0,Four-Door Car,Medsize
5632,Arizona,4509.0,No,Basic,2011-02-08,Employed,M,83777,Urban,Married,112,18.0,74,0.0,1,Personal Auto,Personal,Offer1,Branch,377.0,Sports Car,Small
5635,Washington,21710.0,No,Extended,2011-02-26,Employed,M,62370,Rural,Married,94,4.0,10,2.0,2,Corporate Auto,Corporate,Offer2,Call Center,32.0,Four-Door Car,Medsize
5636,Oregon,9806.0,No,Extended,2011-02-01,Employed,F,47197,Rural,Married,81,19.0,91,0.0,2,Corporate Auto,Corporate,Offer2,Agent,76.0,Four-Door Car,Medsize
5637,Oregon,5169.0,Yes,Basic,2011-02-26,Medical Leave,M,12430,Suburban,Single,73,22.0,13,0.0,3,Personal Auto,Personal,Offer2,Call Center,350.0,Four-Door Car,Medsize
5641,California,5220.0,No,Basic,2011-02-23,Employed,F,48203,Suburban,Divorced,66,20.0,47,0.0,3,Personal Auto,Personal,Offer4,Call Center,413.0,Four-Door Car,Medsize
5644,Nevada,5459.0,No,Basic,2011-02-22,Employed,M,83208,Urban,Married,68,10.0,93,0.0,3,Special Auto,Special,Offer2,Call Center,326.0,Four-Door Car,Small
5645,California,15148.0,No,Basic,2011-02-16,Employed,F,41082,Rural,Married,63,23.0,94,0.0,2,Personal Auto,Personal,Offer3,Web,107.0,Two-Door Car,Medsize
5646,Oregon,4297.0,No,Basic,2011-01-27,Employed,F,61737,Urban,Married,107,21.0,65,0.0,1,Personal Auto,Personal,Offer1,Branch,496.0,Sports Car,Medsize
5649,Nevada,15306.0,No,Premium,2011-02-26,Employed,M,46338,Rural,Married,193,24.0,68,0.0,3,Corporate Auto,Corporate,Offer4,Web,19.0,Four-Door Car,Medsize
5651,California,8838.0,Yes,Basic,2011-01-21,Employed,M,82664,Rural,Married,114,24.0,10,3.0,3,Corporate Auto,Corporate,Offer2,Agent,133.0,Four-Door Car,Medsize
5652,California,8880.0,Yes,Basic,2011-02-03,Employed,F,52583,Urban,Single,113,12.0,59,0.0,3,Personal Auto,Personal,Offer1,Agent,528.0,Four-Door Car,Small
5653,Washington,3331.0,No,Extended,2011-02-20,Employed,M,73695,Suburban,Married,84,28.0,84,0.0,1,Personal Auto,Personal,Offer3,Call Center,403.0,Four-Door Car,Medsize
5654,California,5499.0,No,Extended,2011-01-19,Employed,F,60668,Urban,Married,138,18.0,92,0.0,1,Personal Auto,Personal,Offer3,Branch,554.0,Four-Door Car,Medsize
5655,California,4669.0,Yes,Premium,2011-02-14,Employed,F,76157,Suburban,Married,116,15.0,80,0.0,1,Personal Auto,Personal,Offer2,Call Center,557.0,Two-Door Car,Small
5656,Oregon,11058.0,No,Extended,2011-01-14,Employed,F,69792,Suburban,Single,137,1.0,95,0.0,3,Personal Auto,Personal,Offer2,Web,697.0,Four-Door Car,Medsize
5660,Nevada,2359.0,Yes,Basic,2011-01-11,Disabled,F,19864,Suburban,Divorced,63,22.0,96,0.0,1,Personal Auto,Personal,Offer1,Web,352.0,Four-Door Car,Medsize
5661,Arizona,12380.0,No,Basic,2011-01-15,Employed,M,39886,Urban,Married,64,34.0,59,1.0,2,Personal Auto,Personal,Offer3,Web,290.0,Two-Door Car,Medsize
5662,Oregon,6006.0,Yes,Extended,2011-02-23,Retired,M,13528,Suburban,Single,86,21.0,35,0.0,3,Personal Auto,Personal,Offer1,Agent,413.0,Four-Door Car,Medsize
5664,Nevada,8712.0,No,Extended,2011-01-21,Employed,F,68516,Rural,Married,216,17.0,0,0.0,1,Corporate Auto,Corporate,Offer2,Branch,96.0,Luxury Car,Medsize
5668,Nevada,7257.0,No,Premium,2011-02-25,Employed,F,29053,Rural,Married,181,34.0,52,0.0,1,Personal Auto,Personal,Offer3,Web,405.0,Sports Car,Small
5669,Oregon,7640.0,No,Basic,2011-01-23,Employed,M,34075,Rural,Single,196,8.0,87,0.0,1,Special Auto,Special,Offer3,Agent,452.0,Luxury Car,Small
5671,Nevada,10570.0,No,Extended,2011-02-01,Employed,M,45776,Rural,Married,89,2.0,17,0.0,2,Personal Auto,Personal,Offer1,Agent,96.0,Four-Door Car,Medsize
